YBR275C	279	279	0
YBR276C	132	132	0
YBR277C	0	5	5
YBR278W	11	16	5
YBR279W	184	184	0
YBR280C	28	17	11
YBR281C	123	123	0
YBR282W	27	27	0
YBR283C	349	349	0
YBR284W	9	9	0
YBR285W	0	0	0
YBR286W	627	617	10
YBR287W	62	61	1
YBR288C	102	102	0
YBR289W	296	295	1
YBR290W	78	78	0
YBR291C	5	4	1
YBR292C	0	0	0
YBR293W	22	22	0
YBR294W	11	0	11
YBR295W	48	48	0
YBR296C	4	1	3
YBR296C-A	0	0	0
YBR297W	33	33	0
YBR298C	23	23	0
YBR298C-A	0	0	0
YBR299W	0	0	0
YBR300C	3	0	3
YBR301W	0	0	0
YBR302C	0	0	0
YCL076W	0	0	0
YCL075W	0	0	0
YCL074W	1	1	0
YCL073C	0	0	0
YCL069W	0	0	0
YCL068C	0	0	0
YCL067C	0	0	0
YCL066W	0	0	0
YCL065W	0	0	0
YCL064C	361	361	0
YCL063W	89	67	22
YCL061C	165	165	0
YCL059C	301	301	0
YCL058C	5	0	54
YCL058W-A	0	49	0
YCL057C-A	27	27	1
YCL057W	189	190	0
YCL056C	22	22	0
YCL055W	131	131	0
YCL054W	1079	1079	0
YCL052C	51	51	0
YCL051W	146	146	0
YCL050C	181	181	0
YCL049C	28	13	15
YCL048W-A	0	0	0
YCL048W	0	0	0
YCL047C	11	11	0
YCL045C	360	382	2
YCL046W	0	0	24
YCL044C	248	248	0
YCL043C	837	837	1
YCL041C	2	2	0
YCL042W	0	0	0
YCL040W	146	146	0
YCL039W	74	67	7
YCL038C	31	31	0
YCL037C	1296	1296	0
YCL036W	279	279	0
YCL035C	49	49	0
YCL034W	130	130	0
YCL033C	37	34	3
YCL032W	105	105	0
YCL031C	215	215	0
YCL030C	609	609	0
YCL029C	125	125	0
YCL028W	142	137	5
YCL027W	142	141	1
YCL026C-B	12	7	5
YCL026C-A	0	0	0
YCL025C	83	80	3
YCL023C	0	0	6
YCL024W	58	95	0
YCL022C	0	0	31
tE(UUC)C	0	0	0
YCL021W-A	33	33	0
YCL019W	1	1	1
YCL020W	0	0	0
tL(CAA)C	6	6	0
YCL018W	0	0	0
YCL017C	220	220	0
YCL016C	42	42	0
YCL014W	417	417	0
YCL012C	18	18	1
YCL011C	329	329	0
YCL010C	78	66	12
YCL009C	413	404	9
YCL008C	68	68	0
YCL007C	0	0	78
YCL005W-A	9	87	0
snR43	4029	4034	0
YCL005W	71	71	0
YCL004W	38	37	1
YCL002C	30	28	2
YCL001W	70	70	0
YCL001W-A	0	0	0
YCL001W-B	4	3	1
YCR001W	3	0	3
YCR002C	84	84	0
YCR003W	51	51	0
YCR004C	141	138	3
YCR005C	55	55	0
YCR006C	1	1	0
tP(AGG)C	20	20	0
YCR007C	12	1	11
tN(GUU)C	1	1	0
YCR008W	237	235	2
YCR009C	73	73	0
YCR010C	10	0	10
YCR011C	263	263	0
YCR012W	2030	3504	3
YCR013C	2	2	1477
YCR014C	23	22	1
YCR015C	17	17	0
snR33	348	348	0
tG(GCC)C	0	0	0
YCR016W	78	78	0
YCR017C	358	358	0
YCR018C	79	79	0
tM(CAU)C	0	0	0
tK(CUU)C	0	0	0
YCR018C-A	0	0	0
YCR019W	26	26	0
YCR020C	7	7	0
YCR020C-A	24	24	0
YCR020W-B	38	38	0
YCR021C	35	26	9
YCR022C	5	5	0
YCR023C	67	65	2
YCR024C	59	52	7
YCR024C-B	256	253	3
YCR024C-A	282	282	0
YCR025C	4	4	0
YCR026C	273	273	0
YCR027C	21	21	0
tQ(UUG)C	0	0	0
YCR028C	111	111	0
YCR028C-A	32	32	0
YCR030C	151	147	4
snR65	111	111	0
YCR031C	1111	1109	2
snR189	134	134	0
YCR032W	355	354	2
YCR033W	596	596	0
YCR034W	204	199	5
YCR035C	162	155	7
YCR036W	67	67	1
YCR037C	139	139	5
YCR038C	46	61	0
YCR038W-A	0	0	15
YCR039C	0	0	0
YCR040W	0	0	0
YCR041W	0	0	0
YCR042C	311	298	13
YCR043C	73	72	1
YCR044C	76	60	16
YCR045C	36	0	53
YCR045W-A	0	17	0
YCR046C	32	32	0
YCR047C	250	277	7
YCR047W-A	0	7	27
YCR049C	4	0	37
YCR048W	42	114	0
YCR050C	0	0	39
YCR051W	208	207	1
YCR052W	199	204	0
YCR053W	430	430	0
YCR054C	104	104	0
YCR057C	614	614	0
YCR059C	80	73	7
YCR060W	19	19	0
YCR061W	93	78	15
tS(CGA)C	17	17	0
YCR064C	0	0	10
YCR063W	16	26	0
YCR065W	379	379	0
YCR066W	67	67	0
YCR067C	344	344	0
YCR068W	33	33	0
YCR069W	129	129	0
YCR071C	9	9	0
YCR072C	531	531	0
YCR073C	87	75	13
YCR073W-A	88	88	0
YCR075C	16	16	0
YCR075W-A	0	0	0
YCR076C	30	28	2
YCR077C	495	495	0
YCR079W	54	44	10
YCR081W	162	188	0
YCR081C-A	0	0	26
YCR082W	110	110	0
YCR083W	24	24	0
YCR084C	572	572	0
YCR085W	0	0	0
YCR086W	10	10	0
YCR087W	0	0	135
YCR087C-A	0	135	0
YCR088W	254	254	3
YCR089W	267	267	0
YCR090C	38	38	0
YCR091W	29	29	0
YCR092C	186	177	9
YCR093W	1548	1548	2
YCR094W	117	117	0
YCR095C	117	117	1
YCR095W-A	0	0	0
YCR096C	0	0	0
YCR097W	71	72	0
YCR097W-A	0	0	0
tT(AGU)C	5	5	0
YCR098C	0	0	0
YCR099C	0	0	0
YCR100C	2	2	0
YCR101C	13	13	0
YCR102C	1	1	0
YCR102W-A	0	0	0
YCR104W	0	0	0
YCR105W	5	0	5
YCR106W	68	68	0
YCR107W	20	20	0
YCR108C	0	0	0
YDL248W	3	3	0
YDL247W-A	2	2	0
YDL247W	0	0	0
YDL246C	0	0	0
YDL245C	0	0	0
YDL244W	0	0	0
YDL243C	14	9	5
YDL242W	5	0	5
YDL241W	13	13	0
YDL240C-A	0	0	0
YDL240W	264	264	0
YDL239C	20	20	0
YDL238C	3	3	0
YDL237W	127	127	0
YDL236W	82	82	0
YDL235C	80	80	0
YDL234C	96	96	0
YDL233W	66	67	1
YDL232W	29	30	0
YDL231C	115	113	2
YDL230W	38	38	0
YDL229W	642	1356	4
YDL228C	0	0	718
YDL227C	422	415	8
YDL226C	175	175	0
YDL225W	195	195	0
YDL224C	378	378	0
YDL223C	38	36	2
YDL222C	10	10	0
YDL221W	3	0	38
YDL220C	104	139	0
YDL219W	53	53	0
YDL218W	13	10	3
YDL217C	53	53	0
YDL216C	48	48	0
YDL215C	54	53	1
YDL214C	9	9	0
YDL213C	210	210	0
YDL212W	99	99	0
YDL211C	99	98	1
tG(GCC)D1	0	0	0
YDL210W	0	0	0
YDL209C	133	133	0
YDL208W	287	287	0
YDL207W	133	133	0
YDL206W	19	19	0
YDL205C	213	213	0
YDL204W	15	15	0
YDL203C	131	131	0
YDL202W	72	72	0
YDL201W	216	211	5
YDL200C	24	24	2
YDL199C	17	9	15
YDL198C	82	74	8
YDL197C	44	44	0
YDL196W	0	0	0
YDL195W	817	817	0
YDL194W	79	79	0
YDL193W	80	78	2
YDL192W	392	392	0
YDL191W	507	507	0
YDL190C	225	225	1
YDL189W	125	125	0
YDL188C	70	67	3
YDL187C	0	0	0
YDL186W	10	0	10
YDL185C-A	94	0	184
YDL185W	1346	1435	1
YDL184C	433	433	0
YDL183C	9	9	0
YDL182W	204	204	0
YDL181W	40	37	3
YDL180W	98	99	1
YDL179W	100	100	0
YDL178W	144	143	1
YDL177C	27	27	0
YDL176W	111	111	0
YDL175C	61	61	0
YDL174C	136	134	2
YDL173W	22	41	0
YDL172C	0	0	30
YDL171C	879	879	5
YDL170W	86	86	0
YDL169C	0	0	0
YDL168W	64	64	0
YDL167C	554	554	0
YDL166C	34	34	0
YDL165W	41	41	1
YDL164C	62	73	0
YDL163W	0	0	11
YDL162C	0	0	0
YDL161W	188	188	0
YDL160C-A	14	14	0
YDL160C	405	409	1
YDL159W-A	12	0	12
YDL159W	49	104	0
YDL159C-B	0	0	16
YDL158C	6	5	40
YDL157C	71	71	0
YDL156W	50	50	0
YDL155W	216	216	0
YDL154W	33	33	0
YDL153C	298	333	0
YDL152W	0	0	34
YDL151C	3	0	104
YDL150W	197	298	0
YDL149W	29	23	7
YDL148C	524	524	2
YDL147W	571	571	1
YDL146W	45	45	0
YDL145C	999	995	4
YDL144C	78	78	0
YDL143W	327	327	0
YDL142C	15	15	0
YDL141W	151	145	6
YDL140C	1522	1522	0
YDL139C	50	50	0
YDL138W	110	103	7
YDL137W	91	83	8
YDL136W	276	276	0
YDL135C	58	58	0
YDL134C	319	327	0
YDL133C-A	513	513	0
YDL133W	73	73	0
YDL132W	338	338	0
YDL131W	183	183	0
YDL130W-A	1	1	0
YDL130W	361	362	0
YDL129W	111	111	0
YDL128W	192	184	8
YDL127W	183	183	0
YDL126C	1176	1169	8
YDL125C	102	102	0
YDL124W	162	156	6
YDL123W	43	43	0
YDL122W	534	532	2
YDL121C	67	68	0
YDL120W	85	84	1
YDL119C	15	17	0
YDL118W	0	0	2
YDL117W	462	462	0
YDL116W	304	304	0
YDL115C	63	63	0
YDL114W-A	0	0	0
YDL114W	0	0	0
YDL113C	67	67	0
YDL112W	628	628	1
YDL111C	118	118	0
YDL110C	62	60	2
YDL109C	3	3	0
YDL108W	71	71	0
YDL107W	25	25	0
YDL106C	167	167	1
YDL105W	72	72	0
YDL104C	47	37	10
YDL103C	60	61	0
YDL102W	140	139	1
YDL101C	68	68	0
YDL100C	223	225	0
YDL099W	149	149	0
YDL098C	21	21	0
YDL097C	173	173	0
YDL096C	9	0	22
YDL095W	437	453	4
YDL094C	0	0	2
YDL093W	47	48	2
YDL092W	88	88	0
YDL091C	15	15	0
YDL090C	56	56	0
YDL089W	55	55	0
YDL088C	221	221	0
YDL087C	51	51	0
YDL086W	7	26	16
YDL086C-A	0	16	19
YDL085C-A	81	81	0
YDL085W	4	0	4
YDL084W	636	636	0
YDL083C	355	353	2
YDL082W	813	813	5
YDL081C	866	873	0
YDL080C	85	80	5
YDL079C	39	12	27
YDL078C	69	62	7
YDL077C	156	156	0
YDL076C	67	64	3
YDL075W	802	802	0
snR63	27675	27686	0
YDL074C	364	363	1
YDL073W	197	197	0
YDL072C	71	71	0
YDL071C	8	8	17
YDL070W	591	608	0
YDL069C	6	4	4
YDL068W	0	0	2
YDL067C	70	70	0
YDL066W	372	372	0
YDL065C	53	53	0
YDL064W	58	58	0
YDL063C	263	298	1
YDL062W	0	1	35
YDL061C	193	193	0
YDL060W	680	675	5
YDL059C	14	14	0
YDL058W	521	520	3
YDL057W	12	9	3
YDL056W	207	207	1
YDL055C	941	941	0
tK(UUU)D	0	0	0
YDL054C	37	37	0
YDL053C	40	40	0
YDL052C	132	132	0
YDL051W	128	216	0
YDL050C	0	0	88
YDL049C	12	12	0
YDL048C	144	144	6
YDL047W	118	118	0
YDL046W	111	106	5
YDL045W-A	9	9	0
YDL045C	32	32	0
YDL044C	79	69	10
YDL043C	57	57	0
YDL042C	118	175	0
YDL041W	0	0	57
YDL040C	486	486	0
YDL039C	312	312	0
YDL037C	189	189	0
YDL036C	120	119	1
YDL035C	166	173	4
YDL034W	7	0	18
YDL033C	88	104	1
YDL032W	0	1	16
YDL031W	817	817	0
YDL030W	81	81	8
YDL029W	172	172	0
YDL028C	233	233	0
YDL027C	64	74	0
YDL026W	0	0	10
YDL025C	70	73	1
YDL025W-A	0	0	4
YDL024C	2	1	1
YDL022C-A	0	0	0
tA(AGC)D	0	0	0
YDL023C	0	0	7
YDL022W	72	79	0
YDL021W	9	8	1
YDL020C	518	518	0
YDL019C	272	272	0
YDL018C	29	29	0
YDL017W	46	52	0
YDL016C	0	0	6
YDL015C	193	190	3
YDL014W	1326	1326	0
YDL013W	125	125	0
YDL012C	57	57	0
YDL011C	0	0	8
YDL010W	7	23	0
YDL009C	1	0	9
YDL008W	18	11	7
tT(AGU)D	6	6	0
YDL007C-A	0	0	0
tS(AGA)D1	18	19	0
YDL007W	327	327	16
YDL006W	186	186	0
YDL005C	54	54	0
YDL004W	208	208	0
YDL003W	176	176	0
YDL002C	66	66	0
YDL001W	59	59	0
YDR001C	114	114	0
YDR002W	373	373	0
YDR003W	45	42	3
YDR003W-A	5	5	0
YDR004W	40	40	0
YDR005C	53	53	0
YDR006C	587	592	0
YDR007W	18	28	2
YDR008C	0	1	11
YDR009W	12	12	2
YDR010C	0	0	0
YDR011W	2454	2454	5
YDR012W	211	211	0
YDR013W	18	18	0
YDR014W	118	119	0
YDR014W-A	0	7	0
YDR015C	0	0	7
YDR016C	16	16	0
YDR017C	328	328	1
YDR018C	1	1	0
YDR019C	71	71	0
YDR020C	64	64	0
YDR021W	168	169	0
YDR022C	5	5	0
tV(UAC)D	17	17	0
YDR023W	925	928	0
YDR024W	1	1	0
YDR025W	352	352	0
YDR026C	130	130	0
YDR027C	201	201	0
YDR028C	559	559	0
YDR029W	41	0	41
YDR030C	59	59	0
YDR031W	11	11	0
YDR032C	55	55	0
YDR033W	1554	1554	0
YDR034C	170	170	1
YDR034C-D	66	79	0
YDR034C-C	0	0	0
tL(UAA)D	0	0	0
YDR034C-A	6	5	1
tQ(UUG)D1	0	0	0
YDR034W-B	0	0	0
YDR035W	335	335	0
YDR036C	152	152	0
YDR037W	1336	1336	8
YDR038C	69	69	0
YDR039C	0	0	0
YDR040C	33	22	11
YDR041W	42	42	0
YDR042C	0	0	0
snR47	19313	19335	3
